,x,y
58,-0.5428793843888817,-1.2365418790036755
59,-0.833922685034518,-0.956552132224195
60,-1.0071560469554872,-1.098824734318838
61,-1.0177354105232244,-0.5904168770046974
62,-0.5943031612739493,-1.1797481182583978
63,-0.7877671839964484,-0.6682689692885215
64,-1.4388464952065054,-1.1917593231703931
65,-1.2147909941982196,-0.2919229547338339
66,-0.9287067600071042,-1.5099462101325507
67,-1.200108476603366,-0.24654947359742518
68,-0.6125622251916488,-0.9464047961756974
69,-1.2513669076972023,-0.541434322309874
70,-1.2275768505355664,-1.454354336047996
71,-1.0888942696416384,-1.009271115197687
72,-0.7825280859461446,-1.2296474617762954
73,-0.9328294151425272,-0.7756945468543933
74,-1.0360685431690464,-0.7658433433325802
75,-0.9209794149041999,-0.7750546117942838
76,-0.9409937402965809,-1.517019800601367
77,-0.9685587223664109,-1.0034017057719307
78,-1.3988953145133778,-1.158354441424309
79,-0.5065553884678693,-0.9776114004951696
80,-1.1696523815486035,-0.5367956739725304
81,-1.1941378025503446,-0.5908420028651526
82,-0.6707161180668548,-1.385763006153426
83,-0.9880323255034095,-1.192248506097387
84,-1.1682234996951357,-1.3064915249594182
85,-1.3372861262740312,-1.8282367864235942
86,-1.2164520111625934,-1.4908232899047964
87,-0.7205316571576923,-1.3733159349789896
88,-1.0480585571046808,-0.23374243990505916
89,-0.9683736951136961,-1.1053247997904705
90,-1.112136358054413,-1.2216099093763493
91,-0.47806757087243024,-1.060750129135589
92,-1.1975686773591405,-0.6317584079107642
93,-0.970665598220791,-0.8459215597449159
94,-0.9031947617918271,-0.8227232442316099
95,-1.0602397260634961,-0.6243413198750826
96,-0.8774536029559886,-0.8960991392857015
97,-0.4159132003996028,-1.092847564059472
98,-0.6723156776319563,-1.1285652265717496
99,-0.8870015812983906,-0.9319134196828457
100,-0.26060129735150084,0.32525262826324064
101,-0.511216517940281,1.0878697875695003
102,-1.0764954099813644,0.706832337367405
103,-1.6680827366681388,1.0225853896170078
104,-0.841366923560039,0.9508079291418335
105,-0.9636650115812615,1.3448819217150545
106,-0.8287627410099544,1.125714029184017
107,-1.2617787742818414,0.870905510079371
108,-0.5853425225986937,0.5921195290534987
109,-0.9258997625536453,0.361841242610055
110,-1.6851533466981041,0.7045891409664787
111,-0.69452814132808,0.9474139499528149
112,-1.0231331057853204,0.8548611943146105
113,-1.088756720534169,0.9244633261254581
114,-1.1857901028859525,0.8328771225871052
115,-0.9871595026339536,0.5402733510471125
116,-0.8775022408012557,1.1094962098339323
117,-0.48300054280583515,0.8380559997669309
118,-0.9747022004213457,0.45943518899973745
119,-1.057073094127386,0.8052350176676613
120,-0.9595318277913424,0.9117562621101586
121,-0.8688693637931776,1.086233567689442
122,-1.1477484625326266,1.4557007976009178
123,-0.9180014476848888,0.9877472058226112
124,-1.0235239060081673,1.2320263289691282
125,-0.5645359657267799,1.251238708366921
126,-0.7328525165575106,1.4772649245978013
127,-1.3804068697301897,1.5073930682187708
128,-1.3303377722517231,1.1810038268342509
129,-0.45831761441752983,1.168147513964517
130,-1.4961310036687467,1.1297362287505321
131,-1.166234125691648,0.8021898201892715
132,-0.9489321106519183,0.8478621242071317
133,-1.34382309854854,1.2346974684250456
134,-1.1395959414920924,0.18904162013018744
135,-1.217703072028596,0.6141227409308982
136,-1.1663100054501774,1.2825458775195258
137,-1.600440719848721,1.1391179772504758
138,-1.3615941177881714,0.4827402288375663
139,-0.9675736152869963,0.7580525692801544
140,-1.2380972177249958,1.1126209606581723
141,-1.0371171892764033,1.086356801153512
142,-1.1087973807641653,1.049795319650881
143,-1.0458264298663449,1.1826113958356896
144,-1.2693243224355082,1.5662765059011414
145,-0.8046417167071576,1.2990117992630068
146,-1.2824180854332805,1.2290086734920478
147,-0.9523484045822946,1.0094711508070338
148,-0.5730924277246876,0.8955054241697636
149,-0.8140486232626349,1.2423356798150935
150,-0.18020780476227016,1.2556031260604217
151,-1.5631663232657202,0.7241550414799167
152,-0.7489387301306452,0.7798189628730666
153,-0.6462499976675397,0.9183042913320474
154,-1.130981095267461,1.2746359195077546
155,-0.872208520495275,1.34293117951619
156,-1.4225326492722712,0.718458067865202
157,-0.9152869440700445,0.8538159810174621
158,-0.5612203135967619,0.8630133806595959
159,-0.9820160005219503,0.7790395386498596
160,-0.9119794235368726,1.3671039602260597
161,-0.8949825751993165,1.0390833281523761
162,-0.5960832821378226,0.4807092988766908
163,-1.0223909106111508,0.4951334430348542
164,-1.4579390409903046,0.6833446682771597
165,-1.1366951773887455,1.4785948192024179
166,-1.0158205734141097,1.131272923277442
167,-1.0220539188240807,1.1925951943982454
168,-1.0414450204894763,0.9810752877915103
169,-1.2319340061859274,1.5329901738203833
170,-1.0037235028979414,0.8822466062549102
171,-0.41543371014233665,0.527161414289117
172,-0.69971954968916,1.0860606724079631
173,-1.0460264827355754,0.8187189945046451
174,-1.2977519752815372,1.0405404207522138
175,-1.4127547542554681,1.002713896563496
176,-1.1623410505734406,0.9166162467937461
177,-1.0271710321682455,0.9951788968999634
178,-0.5574772800084928,1.2310232435796835
179,-1.2554080218766828,1.0100743265373389
180,-0.8006599554342788,0.8018610005948859
181,-1.5176286053967232,1.3138551031393004
182,-1.0552205589235102,0.5363912035012661
183,-1.6430416258601732,0.8019159992108224
184,-1.1402483698897299,1.5820192304619265
185,-1.6411573259357242,1.003513925430999
186,-0.30678398400858087,1.1685769255523675
187,-1.2523107567409069,1.3944710531358018
188,-1.3777710241914904,1.0498934582001416
189,-0.8577418355582953,0.753860117026382
190,-0.747941867681239,1.2024955808518283
191,-1.1351801623506388,0.6648552138644219
192,-0.52159634443868,0.8628083508668474
193,-0.8430867947535226,0.9861508333930872
194,-0.8102541290418481,1.3171426444442427
195,-1.2410657447550346,0.995810317336351
196,-0.6973215059530081,1.0826483089356729
197,-1.1147781285759462,1.2015762169553343
198,-0.3465623449376891,0.6942444851247145
199,-0.8374803583635461,1.1015141179795287
200,1.4425570897578726,-1.1874710629449217
201,1.6959952890332999,-0.8976618130673663
202,1.7065045841944038,-1.145261294598114
203,0.7657309676745865,-0.7233925410346937
204,1.5235620122058777,-0.40542924414541015
205,1.3156281248203345,-0.953371417137032
206,0.5271175961377548,-0.6584574430123206
207,0.5384736819609655,-0.4943062911116969
208,1.1023226040556517,-0.545255804731813
209,0.3822447673175462,-0.20465696403503641
210,1.1523005647869153,-1.391777325582649
211,1.4912803690339889,-1.5433913383562357
212,1.1863207705099352,-0.7181536704587397
213,0.5909112532120528,-0.9741881671428881
214,0.7673266851720648,-0.6635917972647292
215,0.9312816910874827,-1.0826721460316375
216,1.0835791859857706,-1.0236968769631947
217,0.7465034760091271,-1.006299024526956
218,0.9067274435387813,-0.8954177626061995
219,0.8243317619424706,-1.1029215620199853
220,1.0762833791181365,-1.3350844654693057
221,0.8276869981213364,-0.7547144564267914
222,1.3318017025435203,-1.3511417224299471
223,1.0468147121687577,-1.1097529734681753
224,1.0417099249832869,-1.263513016674808
225,2.1483549523729555,-1.3423245591470438
226,1.6903223947556225,-0.792042529121354
227,0.9561139024230337,-0.9874017278119237
228,1.4604620262955836,-1.2480918973359532
229,1.0714934165382834,-0.878075253862937
230,0.07778601409581187,-0.9567040412270573
231,1.302870655142216,-1.2217246155213477
232,0.9043963158778245,-1.4524693028985407
233,1.2215831867360523,-0.6955720093069659
234,1.2972957854785818,-0.9366924493886033
235,0.09397757832443432,-1.3517046028761879
236,1.0160549173188491,-1.773521845114653
237,1.0887401298888761,-1.1605412316962624
238,0.8734372516904786,-0.6027574541079255
239,1.4323877800856888,-0.9581434844922185
240,1.001145435427793,-0.736470638415085
241,1.1117568918762437,-0.8486499748746479
242,0.7824749135933664,-1.115871586743271
243,0.8548093313191787,-1.3792314321684755
244,1.2530831221711425,-0.768476682730092
245,0.9623965178439613,-0.5967582721153706
246,1.0842758121882998,-1.3948253682983036
247,1.4916520915727474,-1.1975773457797045
248,0.38904356100314186,-1.0256658698637264
249,1.0339014856958109,-1.6753889997819669
250,0.7428040488513024,-0.9622344789251059
251,1.4179095439279452,-0.8085369731218132
252,0.941449637635974,-1.200698198399267
253,1.0982052533162354,-0.5470724895054759
254,0.8804875002330389,-0.31170545363735447
255,0.5941786920472181,-0.37175977419080053
256,1.4208023902519016,-0.47762689684611326
257,0.853497247226221,-0.667752315494313
258,0.9667159684168335,-0.7235978082054465
259,0.3531731590405641,-0.8072444320844487
260,0.7582978573844903,-0.9024354131322385
261,1.1566770614513904,-0.9944260780338829
262,0.6732910422641128,-0.4793577494941439
263,0.9153598830070465,-0.7527723645511849
264,1.06004552843085,-0.9318524642481901
265,1.4767364879289295,-0.8506072965236938
266,0.8371227960258795,-0.6033686038275367
267,0.8442658671389327,-1.0086687088782569
268,0.6588949995411817,-0.9131138720347391
269,1.1124889634783428,-1.236618826873478
270,0.34112558835943163,-0.8124679607733224
271,0.8470504985583386,-1.0166183920706613
272,0.8328152898813088,-0.6777056559156792
273,0.7796742865285733,-0.4152550024263746
274,0.8984238049431856,-1.1224147192744964
275,1.114778289910548,-0.6042098587324403
276,0.29273087488302063,-1.4624041604863898
277,0.7742066751515484,-1.1995182504077277
278,0.8350442784620756,-1.227292958963795
279,1.1953223559270485,-0.8880649320245625
280,1.201159961930057,-0.8844444685778824
281,1.2572075330378114,-1.2943310501885168
282,0.7322716051766449,-0.9257661668031294
283,0.8766839340519826,-0.6406741273806559
284,1.1379710972581756,-1.3870430461623109
285,0.9010754197657398,-1.0468886132352306
286,0.7619101424499941,-1.3409866841739921
287,1.2246758636293709,-0.3397204307936905
288,0.5402972417861246,-1.0170667371037307
289,0.7395983632153923,-1.1592769909549552
290,0.8511023479376145,-1.2943384034221246
291,0.8515614601547761,-0.9847886028133478
292,1.0360783743060262,-0.7192693591808379
293,0.9250834776214184,-0.9391089861635661
294,1.1683822665912715,-0.9404804357375228
295,0.8236785919600733,-0.9564673253258065
296,1.7103996579279757,-0.9974381427094644
297,0.38153184201998236,-0.9815383028814677
298,1.2967498646410187,-1.657606773048703
299,1.4226227399430982,-0.6419773282635423
300,0.6668272592494615,1.2364110525095848
301,1.1185357833981937,0.9711464665990107
302,1.4293999922365042,1.0402965166255116
303,0.5123601412875822,0.7058987515771882
304,1.1733280549165628,1.5955260863018634
305,0.9962171525633148,1.0866892464608557
306,0.8567171090951188,1.0352132641419505
307,0.8129503600452016,1.4829843638903883
308,1.2439650635032566,0.9610185290721427
309,1.2380470728479185,0.8035651824588238
310,0.8162920214235486,0.9019812046853284
311,0.9355500257475801,1.52414850001992
312,0.8611761240542555,1.286951679733972
313,1.0391420613430231,1.093928425658807
314,1.2396183638904459,0.9603295170346019
315,0.91279685136733,0.8951974357728498
316,1.0122226287824345,1.2319871405981457
317,1.6996797389089489,1.4556152649614806
318,1.6059045657412465,1.1379878385820956
319,1.687334109589977,1.4733036910198503
320,0.903609512263643,0.7395269584205004
321,1.4682186648118583,0.826400664389173
322,1.5617743289486024,1.1526458020488866
323,0.43426283627661033,1.8221127196449896
324,0.9553053988742554,0.8084526307788239
325,1.0770369050854784,1.2843829671049773
326,1.0879480399714652,1.0289613842084158
327,1.096535857449443,0.8941445710294172
328,0.7164020318123909,1.1640536168420288
329,1.0743346525280588,1.2989430366153103
330,0.9438345195424411,1.3626832305508412
331,1.0576189802370144,1.2461902343752973
332,0.9508230562179744,0.9239149446673275
333,0.580793717525243,0.6263604837504788
334,0.6004689742889882,1.3496007750015924
335,0.9178548834660678,0.9231803431260548
336,1.3849408741414178,0.5755803829681452
337,0.8596503735269733,0.6242293937159998
338,0.8685131118252585,0.9960509027464055
339,1.1701829123143617,0.554596164524777
340,1.1064702702569456,1.2364001812673953
341,0.8666032125811316,1.3084826502037743
342,1.85064984759695,0.7284028815661912
343,0.7289609076450487,1.1368736728150088
344,0.8834947468986549,0.79151907564811
345,0.25924499648428634,0.790026787182839
346,0.9268740617801448,1.2105447232939035
347,1.456319945365936,0.5712599044670676
348,0.8399337021295465,0.7916310262865047
349,1.261320838740414,1.163114769213628
350,1.3797928769740588,1.0873149986173303
351,0.9232362027479308,1.4420867299193925
352,0.7802913959436988,1.433823018460215
353,1.0694632028578133,0.983034158305101
354,0.5098051678476277,0.8640352704596521
355,0.9356424810054127,0.9601578989711569
356,1.0558382840553897,0.4479228351424015
357,0.9703669428937943,1.1058545572843963
358,1.1815142347865597,0.49553561702136206
359,1.0542605483712684,1.1269353435316423
360,1.0124788183349678,0.7834871006950974
361,1.0881029794408155,1.5983963682742213
362,1.0637992427484335,0.714016699865657
363,0.9310393904486156,0.9302394803973375
364,0.7225033714314408,0.966560703853916
365,0.5593637123181023,1.1304365640272591
366,0.8540552916894777,0.5261401950223821
367,1.083514791652127,0.8327383459590358
368,1.3493466780691585,0.8539119432730398
369,1.142794626107322,0.025006064237149017
370,1.154427629358202,1.0109508234389302
371,1.7319378984924467,1.1880563919234257
372,0.6293788877634312,1.200680985264802
373,0.8955513656739317,1.0488240696515982
374,0.9670375454090313,0.681031946699791
375,1.3179020251857791,0.644471369146302
376,1.039565308278697,1.228244727504026
377,0.3342350904747413,0.8263828726207688
378,0.6906929885897114,1.1346895356351
379,0.6076740694573589,0.9241311568247847
380,1.283562922810863,1.2693779786892796
381,1.41383672731921,0.737053989073607
382,1.5374809410135346,1.5138554128574762
383,0.9160388578623659,0.9107139613778997
384,1.390065388652942,1.050179746904549
385,1.2582889737415537,1.6153667629916209
386,0.4628004587275093,1.2720699609531865
387,0.6692517519848434,0.8559620132313284
388,1.5178212010827918,0.7181369652280587
389,1.1953978022005716,0.3046791152291247
390,0.826739543167682,0.7458442858373959
391,1.1560943345731607,0.49617010673104345
392,1.0334714113302284,0.8508963952310521
393,1.27704150888535,1.55721841204155
394,0.6278552678759266,0.9542938351955744
395,1.2972717621012047,0.9396131702305158
396,1.5208389887313638,1.2277712875114315
397,0.40515780338807006,0.8569704415667174
398,1.3743958117794064,1.2645116244295003
399,0.46997605070275794,0.32306653981453715
